"file","ULML","VLML","TLML","PRECTOT","SPEED"
"20140118.nc4.nc4","4.60582366585732","-3.06499339640141","270.600691477458","1.00591710558244e-05","9.16027694940567"
"20140119.nc4.nc4","5.16008542478085","1.99860700033605","270.070331573486","5.05843104958714e-07","6.53134074807167"
"20140120.nc4.nc4","7.30115594466527","1.99584871033827","275.431869506836","3.91690450814626e-08","8.35109925270081"
"20140121.nc4.nc4","-2.51570612192154","-7.15489695469538","270.18705368042","0.0001929588212685","8.49801417191823"
"20140122.nc4.nc4","3.72089889148871","-9.70364665985107","260.202601114909","1.44933305761795e-05","10.9242096741994"
"20140123.nc4.nc4","5.76166361570358","-0.912379574030638","262.661996205648","2.13240392247608e-06","6.22946801781654"
"20140124.nc4.nc4","6.92454608281453","-1.08862898498774","261.20204671224","6.80257949229694e-08","7.80058540900548"
"20140125.nc4.nc4","2.94658679763476","9.17965056498845","265.8738377889","2.64499325274997e-05","9.96454864740372"
"20140126.nc4.nc4","5.83657105267048","1.47410803784927","267.369042714437","3.22466701163648e-06","7.87325328588486"
"20140127.nc4.nc4","6.70634083449841","2.05299894263347","271.54300181071","7.12134339645824e-08","10.3677569230398"
"20140128.nc4.nc4","4.5793687303861","-4.76494640608629","261.828534444173","1.21554434784343e-06","6.68574137985706"
"20140129.nc4.nc4","4.80191224813461","-3.08933629095554","261.923011779785","2.16209764926149e-05","6.04196880261103"
"20140130.nc4.nc4","1.85330758988857","0.808603469282389","264.433399200439","0","4.50231421738863"
"20140131.nc4.nc4","0.928135807315508","3.09615962083141","270.246246337891","3.02267328369146e-08","4.48561856895685"
"20140201.nc4.nc4","-1.99985975027084","3.91765925784906","274.862758636475","2.46426258406574e-10","4.58490168551604"
"20140202.nc4.nc4","1.41828594605128","1.721643888702","276.722534179688","5.02929850654255e-07","4.55323416988055"
"20140203.nc4.nc4","-1.408199566106","-7.81495143969854","274.34953435262","0.000412595146523624","8.23068416118622"
"20140204.nc4.nc4","-1.79660448804498","-4.54656041910251","268.704582214355","1.45325962913641e-09","5.23006655772527"
"20140205.nc4.nc4","0.0562661439180374","0.516536566118399","271.808925628662","0.000256044564498126","5.60352762540181"
"20140206.nc4.nc4","4.80477764209112","-6.14907372991244","268.694754282633","1.94104245565541e-07","8.02238264679909"
"20140207.nc4.nc4","4.11188950141271","-1.92057472715775","269.526499430339","2.21910833412646e-08","4.72311367591222"
"20140208.nc4.nc4","1.28576697098712","-3.57330566520492","266.549121856689","6.7369396554671e-06","4.16274309158325"
"20140209.nc4.nc4","-0.720519937574863","0.244062401354313","267.591320037842","4.00860044464935e-05","3.5445944716533"
"20140210.nc4.nc4","4.01872877279917","-5.13297048707803","267.050055185954","3.48468878049365e-06","6.87562040487925"
"20140211.nc4.nc4","2.35955818494161","-5.62088743845622","263.953276316325","1.60149625116901e-07","6.17753719290098"
"20140212.nc4.nc4","-3.50086166461309","-3.72694489359856","262.420111338298","5.97324710064721e-08","5.93294989069303"
"20140213.nc4.nc4","-4.09989080329736","-9.61979273955027","268.837969462077","0.000370627890030543","10.8574774265289"
"20140214.nc4.nc4","8.62060660123825","-2.62326698253552","272.863505045573","4.08905942966589e-05","10.2620540261269"
"20140215.nc4.nc4","-1.1578039030234","-6.80926131208738","272.119700113932","0.00010593649974074","9.19210995237033"
"20140216.nc4.nc4","5.35492039223512","-4.01320610940456","267.462153116862","6.83042311777626e-06","6.96178114414215"
"20140217.nc4.nc4","1.75900438303749","-4.63333688055476","266.033181508382","7.22949278557424e-07","6.0379009693861"
"20140218.nc4.nc4","0.676187763611476","4.61455549796422","271.334227244059","3.85983982998569e-05","7.97189633051554"
"20140219.nc4.nc4","1.78256724774837","3.30896400411924","276.234531402588","0.000129417562680719","7.52277465661367"
"20140220.nc4.nc4","1.3273132070899","0.903822327653567","277.063678741455","3.22594288434167e-08","6.60981439054012"
"20140221.nc4.nc4","0.268126045664151","4.10411937286456","278.895923614502","0.000141319885680335","7.76509666442871"
"20140222.nc4.nc4","6.730839351813","2.18625210504979","279.700314839681","7.7756231104512e-13","8.05535771449407"
"20140223.nc4.nc4","3.34781581660112","2.09625084946553","280.011105855306","1.43582021895733e-06","5.7648415317138"
"20140224.nc4.nc4","7.08875112732251","-5.07353446880976","273.495379130046","8.77958879699492e-05","9.09643389781316"
"20140225.nc4.nc4","5.03213426470757","-1.93106867869695","271.03583017985","2.18104390257897e-05","5.4881477355957"
"20140226.nc4.nc4","4.31517964104811","-2.36645432685812","269.808876037598","3.35191282374581e-05","6.23341558873653"
"20140227.nc4.nc4","4.46584167672942","0.419873642424742","267.885195414225","2.40007194673022e-07","8.45436986287435"
"20140228.nc4.nc4","1.66433534026146","-4.20539980505904","262.950485229492","1.053199631213e-08","4.99117371191581"
"20140301.nc4.nc4","-2.08777040243149","4.39591048161189","269.054869333903","3.54630451028237e-11","5.25583867232005"
"20140302.nc4.nc4","1.56035305109496","0.114321117599805","274.444681803385","0.00011374105946986","5.11578498284022"
"20140303.nc4.nc4","0.57359208787481","-8.38861318429311","267.565180460612","0.000173819762172419","8.47434018055598"
"20140304.nc4.nc4","-0.344176422804594","-3.19809047381083","264.57479095459","4.93009651838465e-13","4.38645645231009"
"20140305.nc4.nc4","-0.0507089508076509","-1.94640260438124","270.412432352702","3.11788680045762e-10","3.54050644487143"
"20140306.nc4.nc4","-4.13457103570302","-4.52327961102128","268.321422576904","1.31100529506452e-09","7.07501542568207"
"20140307.nc4.nc4","-4.50891959667206","-3.10853488122424","271.272715250651","7.58683717701677e-10","5.96821022033691"
"20140308.nc4.nc4","3.71349929769834","-3.22424423197905","278.419253031413","5.92477028360535e-11","6.00480206807454"
"20140309.nc4.nc4","4.02325315773487","-5.95558288693428","276.578053792318","2.24733586998113e-05","7.42918461561203"
"20140310.nc4.nc4","4.25195114811261","3.59067606925964","278.41659673055","1.47200334835443e-07","6.14426430066427"
"20140311.nc4.nc4","6.08979879319668","1.18061272924145","285.137222290039","5.58203679179123e-11","7.05570376912753"
"20140312.nc4.nc4","0.24708084265391","6.41585339605808","283.311894734701","8.18308231668359e-05","8.14981939395269"
"20140313.nc4.nc4","11.137130578359","-10.0198049545288","268.695793151855","1.53864230393689e-07","15.0492358207703"
"20140314.nc4.nc4","3.69857636590799","4.85232283423344","273.645729064941","9.85087646039664e-10","8.11492456992467"
"20140315.nc4.nc4","7.99214553833008","3.62277822941542","281.330406188965","2.5905808849538e-06","10.4875959157944"
"20140316.nc4.nc4","0.25935685634613","-6.83407594760259","274.753094991048","1.01925256582961e-05","7.24019742012024"
"20140317.nc4.nc4","-4.32522476712863","-4.09125762184461","269.810628255208","0.000122042760873834","6.16295394301414"
"20140318.nc4.nc4","-4.55622668067614","-0.454278573393822","272.778212229411","2.35578673605611e-07","4.79419010877609"
"20140319.nc4.nc4","-4.51254629095395","2.74735230455796","274.707160949707","1.58251249449866e-05","6.05140731732051"
"20140320.nc4.nc4","7.80376140276591","-0.669442221522331","277.951263427734","3.51667263961038e-06","8.67796049515406"
"20140321.nc4.nc4","5.83173289895058","-2.73258144656817","278.187589009603","1.33449551242837e-07","6.49911457300186"
"20140322.nc4.nc4","2.18761726468801","1.91572695349654","281.871233622233","5.86455806970051e-07","7.27913452188174"
"20140323.nc4.nc4","2.62348977228006","-6.68521051605542","276.664263407389","8.41082220056263e-07","7.37536692619324"
"20140324.nc4.nc4","3.20734670758247","-5.32557598749797","270.569063822428","2.71545867273441e-08","6.52524442474047"
"20140325.nc4.nc4","-3.13673800230026","1.98658350855112","272.160769144694","7.01708052665377e-05","4.48601161440213"
"20140326.nc4.nc4","6.26776125778755","-7.6774994134903","270.771377563477","3.8075838141675e-06","10.291882733504"
"20140327.nc4.nc4","1.62742337584496","1.34262194174031","271.665200551351","6.58957573183547e-11","5.88020013769468"
"20140328.nc4.nc4","1.90590906034534","9.76268798112869","280.230739593506","1.83710483697327e-05","10.3951623439789"
"20140329.nc4.nc4","-2.70191717768709","-2.06770549590389","282.685612996419","0.000120033267497395","7.69261835018794"
"20140330.nc4.nc4","2.81930862367153","-8.50814930473765","277.637921651204","0.000748739344999194","11.4725107351939"
"20140331.nc4.nc4","4.26089870433013","-11.6161853075027","278.925543467204","1.66374588322198e-05","12.4122066100438"
"20140401.nc4.nc4","-1.08291553457578","-2.10514619449774","280.567710876465","1.23002907350037e-10","5.97802437345187"
"20140402.nc4.nc4","0.402694083439807","-0.138638518750668","282.250239054362","8.65181270455947e-06","4.37086813648542"
"20140403.nc4.nc4","-1.84567270427942","-1.19436568021774","284.978875478109","2.73631617346837e-05","3.87128555277983"
"20140404.nc4.nc4","-7.19801346460978","1.97765193817516","281.222775777181","0.00018253386951983","7.64732307195663"
"20140405.nc4.nc4","6.41460393865903","-4.07112183918556","280.979972839355","7.94063403593744e-06","8.75661008556684"
"20140406.nc4.nc4","1.41974023294946","-3.45607058703899","278.262504577637","8.30369106811617e-12","5.12660666803519"
"20140407.nc4.nc4","-4.97508733471235","3.22231418887774","279.157413482666","0.000186148043683332","7.05133354663849"
"20140408.nc4.nc4","5.47613750149806","1.23898913711309","283.776039123535","9.03864037127278e-05","8.57273751497269"
"20140409.nc4.nc4","3.47173755367597","-5.60681358973185","283.431433359782","4.56547334327914e-07","6.75246218840281"
"20140410.nc4.nc4","1.7785225144277","2.22306959579388","284.217777252197","2.52996993877976e-10","6.8288484364748"
"20140411.nc4.nc4","4.01398874322573","5.95160974562168","287.868825276693","1.32517927401803e-05","7.76092938582102"
"20140412.nc4.nc4","1.21444685136278","-0.630847829083602","288.032703399658","5.15177833069298e-06","4.68140952289104"
"20140413.nc4.nc4","-0.370567911614974","8.31294316053391","289.233964284261","1.60781956722496e-06","8.64710003137589"
"20140414.nc4.nc4","1.6085630406936","10.6197795470556","291.323073069255","2.74254786821378e-06","10.8607182900111"
"20140415.nc4.nc4","2.28898672014475","4.68178948263327","287.103619893392","0.000543868081877008","11.0510081847509"
"20140416.nc4.nc4","2.48633889357249","-7.93749910593033","274.412281036377","3.32405947226129e-05","8.75641918182373"
"20140417.nc4.nc4","-5.47789138555527","0.171318928400675","277.627750396729","6.95349799603994e-11","6.19873537619909"
"20140418.nc4.nc4","-3.52059464156628","2.05421195117136","277.560212453206","2.02144785355074e-08","4.42683716615041"
"20140419.nc4.nc4","-0.859511615087589","-2.42489837606748","283.545355478923","3.16055181705563e-10","5.10820470253627"
"20140420.nc4.nc4","-5.04778551061948","-2.43244834678868","282.912746429443","1.79951105868289e-09","6.7516281803449"
"20140421.nc4.nc4","-1.87786819289128","1.69707681362828","282.95142364502","1.26829550438733e-21","3.57265077531338"
"20140422.nc4.nc4","1.79144605357821","4.11365872869889","286.994013468424","1.06787451261844e-05","5.53617680072784"
"20140423.nc4.nc4","8.12328739960988","-7.07031944394112","282.915693918864","1.05990564710131e-06","10.9287195007006"
"20140424.nc4.nc4","5.1643590281407","-5.56896318991979","280.822216033936","2.80515388695335e-10","7.67915926376979"
"20140425.nc4.nc4","-5.37963076680899","2.9023532072703","284.122323354085","0.000281895938243846","6.76478054126104"
"20140426.nc4.nc4","5.54561512296398","-2.79948060090343","285.921435038249","8.56257765633472e-05","8.21842142939568"
"20140427.nc4.nc4","2.34777232011159","-6.19799731175105","283.774915059408","4.84621227592186e-08","6.91736255089442"
"20140428.nc4.nc4","-4.31428042054176","-0.764026924967766","283.312758127848","5.39493528555942e-05","5.31338977813721"
"20140429.nc4.nc4","-8.57815763354301","3.5666821586589","281.392921447754","0.000148225420465072","9.6252392133077"
"20140430.nc4.nc4","-8.74204907814662","3.75875688840946","284.35756556193","0.000579335416356722","10.6309374968211"
"20140501.nc4.nc4","1.84176324804624","3.53947820390264","290.700865427653","0.000129879656014964","6.78914318482081"
"20140502.nc4.nc4","5.46623838941256","-2.45467747375369","287.075936635335","4.87276310264425e-07","6.83893861373266"
"20140503.nc4.nc4","0.60439100364844","0.777499914790193","287.505252838135","8.20321131792904e-06","4.38127926985423"
"20140504.nc4.nc4","5.87922222415606","-2.50115587220838","287.754099527995","6.9468132721795e-06","7.1009067495664"
"20140505.nc4.nc4","3.40231928229332","-5.62201802929242","284.426254272461","9.59526092608742e-08","6.69470086693764"
"20140506.nc4.nc4","3.01979053703447","0.0781223761538665","286.833750406901","5.17827847260908e-06","4.22914918760459"
"20140507.nc4.nc4","-4.27962555487951","-0.128240920603275","285.892339070638","0.000120197488666806","5.21408659219742"
"20140508.nc4.nc4","-0.47674389431874","2.54585104637469","290.682721455892","3.46346035560903e-05","4.29580159982045"
"20140509.nc4.nc4","-4.0912831624349","2.96481267611186","290.606108347575","6.24512943210975e-06","5.27041057745616"
"20140510.nc4.nc4","3.46699590484301","4.46542955438296","292.977069854736","4.26349045786386e-05","6.88515943288803"
"20140511.nc4.nc4","3.50447606046995","-0.50998112373054","292.308807373047","2.70478326851585e-05","4.76424514253934"
"20140512.nc4.nc4","2.14093145976464","3.79670979082584","293.797712961833","3.28436349655292e-05","4.50162871181965"
"20140513.nc4.nc4","0.624652270227671","0.657115762432416","296.889382680257","1.31053967885227e-05","3.57508097340663"
"20140514.nc4.nc4","-5.33322085936864","2.17410598198573","288.973550160726","2.00291063568632e-05","6.02495817343394"
"20140515.nc4.nc4","-5.39886368314425","6.56549872954686","292.019953409831","2.1009903017936e-05","8.9021066625913"
"20140516.nc4.nc4","-0.0677327513694763","3.6724264472723","290.642667134603","0.00038621371171151","9.60447363058726"
"20140517.nc4.nc4","4.65543683369954","-2.77397425596913","285.950262705485","3.02212573780973e-07","5.82430225610733"
"20140518.nc4.nc4","3.11046740412712","-4.49933762351672","285.528677622477","1.17804006549704e-07","5.61458485325177"
"20140519.nc4.nc4","2.70085634291172","-3.70638407270114","287.457976023356","5.81691053172517e-08","4.89004924893379"
"20140520.nc4.nc4","2.14040161172549","-1.35526098310947","290.39560953776","1.33129713761829e-07","3.28806798656782"
"20140521.nc4.nc4","-1.47734134147565","3.06954408685366","291.350457509359","4.53136923397324e-05","3.77723079919815"
"20140522.nc4.nc4","3.19894421100616","-0.208829546968142","294.010901133219","9.77394326279561e-05","5.13171635071437"
"20140523.nc4.nc4","5.73671323060989","-5.820625325044","290.413959503174","6.17412022544765e-07","8.22340871890386"
"20140524.nc4.nc4","3.9393551448981","-5.41860113541285","288.512911478678","5.39981313825895e-06","6.74790171782176"
"20140525.nc4.nc4","1.31981708854437","-2.6106407692035","292.196755727132","2.21686799600264e-06","3.31774166226387"
"20140526.nc4.nc4","3.83822984000047","1.92281936854124","294.901592254639","7.41249682281055e-13","4.59439403315385"
"20140527.nc4.nc4","5.68830350041389","1.4727292706569","296.189885457357","5.31190367756629e-05","6.04605263471603"
"20140528.nc4.nc4","4.48408934970697","-1.02102396761378","295.062333424886","4.87494592865308e-05","5.17425734798114"
"20140529.nc4.nc4","-5.50083093841871","1.10776463399331","286.131318410238","0.00017916535337766","5.73823873202006"
"20140530.nc4.nc4","-0.983513623476028","-1.31975139180819","288.353140513102","1.48965773405507e-05","3.02285791933537"
"20140531.nc4.nc4","-0.457967214286327","-5.34461079041163","292.253512064616","4.50252332854599e-06","5.92673486471176"
"20140601.nc4.nc4","-1.71127709746361","4.23741645614306","290.317591349284","1.3019040440731e-06","4.88890612125397"
"20140602.nc4.nc4","1.10655765235424","6.04914049307505","291.040069580078","6.81347194960343e-08","6.31336438655853"
"20140603.nc4.nc4","3.10516797037174","3.75473701953888","295.202843983968","1.73387273984342e-05","5.32222877939542"
"20140604.nc4.nc4","2.90188159048557","-2.11404771233598","296.217553456624","2.0893046640348e-06","4.76389063398043"
"20140605.nc4.nc4","-0.190002145866553","-4.76262490948041","292.969233194987","0.000722772406504646","7.59963846206665"
"20140606.nc4.nc4","2.68173973013957","-4.79722117384275","291.087673187256","6.76778775243747e-08","5.64730817079544"
"20140607.nc4.nc4","-0.0530424565076828","-2.04970458398263","293.696285247803","5.58450681531486e-12","2.55901198834181"
"20140608.nc4.nc4","-1.28034274404248","5.35345665117105","294.794614156087","5.21083302415331e-07","5.75036120911439"
"20140609.nc4.nc4","0.0306392659743627","3.5012418354551","295.159843444824","4.82491535270431e-05","4.63411508500576"
"20140610.nc4.nc4","0.426656894385815","0.707733545918018","296.54133605957","0.000212213179717461","3.16843988001347"
"20140611.nc4.nc4","-5.27485853433609","1.77877225354314","295.503960927327","5.67124225199223e-05","5.85344350834688"
"20140612.nc4.nc4","-6.03682515025139","3.63383840521177","293.013167063395","0.000158588401973248","7.23282412687937"
"20140613.nc4.nc4","-0.954098090529442","3.01866582532724","295.457490285238","8.34080080191294e-05","4.44655913114548"
"20140614.nc4.nc4","4.57767134904861","-4.86365594466527","291.958721160889","4.82662496873824e-06","7.09816222389539"
"20140615.nc4.nc4","1.01018366093437","-3.56506459911664","291.540252685547","1.49684862989452e-09","4.20226514339447"
"20140616.nc4.nc4","0.89850988984108","1.71874334663153","296.566382090251","1.40415172578582e-06","2.5796447172761"
"20140617.nc4.nc4","3.41321078936259","1.50847746369739","299.186182657878","3.69819657256206e-05","4.83327865600586"
"20140618.nc4.nc4","5.95557515819867","1.90695598969857","299.274943033854","7.45533519269278e-05","6.93331776062648"
"20140619.nc4.nc4","1.75480562200149","-1.73954944560925","296.987134297689","0.000176560773979872","5.03110547860463"
"20140620.nc4.nc4","0.800894444187482","-4.89007712403933","293.0116259257","6.1263533186563e-09","5.08657269676526"
"20140621.nc4.nc4","-2.71368383367856","-0.00118982667724291","293.773031870524","1.61102329232499e-05","2.88708757360776"
"20140622.nc4.nc4","-1.52537276347478","-1.2251179839174","293.265712738037","3.9564484419922e-05","2.41023512432973"
"20140623.nc4.nc4","-1.5100702047348","5.60283398628235","294.592358907064","4.56540580155244e-06","5.93996089696884"
"20140624.nc4.nc4","-0.432589242855708","6.84515899419785","294.934205373128","1.67534949824244e-06","6.94297077258428"
"20140625.nc4.nc4","-0.503941670681039","6.04092401266098","297.146399180094","2.96157964214672e-05","6.19830459356308"
"20140626.nc4.nc4","2.96858127911886","-3.46938799321651","296.962465922038","1.48765311678289e-05","6.05355219046275"
"20140627.nc4.nc4","-1.49413478871187","-2.87117710212866","296.7770652771","2.8991000969351e-05","4.74277646342913"
"20140628.nc4.nc4","-2.58940533300241","3.67794894178708","295.186281840007","2.21118824554149e-06","4.59354471166929"
"20140629.nc4.nc4","0.064848023156325","4.90332314372063","295.437747955322","1.07326479792391e-06","5.3604600528876"
"20140630.nc4.nc4","-0.200011789798737","5.10284236073494","296.082963307699","2.54570359932889e-06","5.21683951218923"
"20140701.nc4.nc4","0.389371778815985","5.88479868570964","298.296590169271","6.56108386465348e-06","6.03412232796351"
"20140702.nc4.nc4","1.000169666484","4.31545658906301","300.223676045736","1.58342445502058e-05","4.64340896407763"
"20140703.nc4.nc4","0.299403883516788","1.96011203760281","299.836641947428","7.26223612825076e-05","2.51532832657297"
"20140704.nc4.nc4","2.81117163598537","-7.55827610194683","294.412428538005","1.92316547185101e-05","9.02172416448593"
"20140705.nc4.nc4","3.49888949592908","-4.76084739963214","292.654205322266","7.29506309554056e-11","6.33798782030741"
"20140706.nc4.nc4","3.30310212324063","3.60135954618454","294.756028493245","3.178165841566e-15","5.09757151206334"
"20140707.nc4.nc4","3.90590177476406","5.71430285771688","297.979208628337","3.6620691753105e-07","7.20621329545975"
"20140708.nc4.nc4","4.33369087179502","5.87910016377767","299.169976552327","1.63741340064846e-05","7.37391934792201"
"20140709.nc4.nc4","3.50142707427343","3.23638911048571","297.298834482829","1.86504645777556e-05","5.3377914528052"
"20140710.nc4.nc4","-1.48787820835908","-1.4422289977471","296.212743123372","2.93181122591098e-05","4.34849080443382"
"20140711.nc4.nc4","-2.06052890916665","-1.90999348834157","296.297529856364","3.51838983381943e-05","3.14643369118373"
"20140712.nc4.nc4","0.258302211761475","4.63516601920128","297.674884796143","1.44249437047013e-05","4.84161492188772"
"20140713.nc4.nc4","0.768058925867081","6.22100063165029","298.105959574382","3.0786098553411e-06","6.58240046103795"
"20140714.nc4.nc4","1.84380737443765","3.19045082231363","298.913593292236","0.00011558661935851","4.03829096754392"
"20140715.nc4.nc4","1.77667073905468","0.307699106633663","297.408288319906","0.000386123570327375","3.1280209372441"
"20140716.nc4.nc4","3.00501642624537","-2.38622626413902","295.068042755127","0.000141925913341427","4.622560719649"
"20140717.nc4.nc4","3.02692401409149","-3.60307219624519","294.071846008301","7.13276288403601e-08","5.02662673592567"
"20140718.nc4.nc4","-0.626552574336529","-2.58264008164406","294.710648854574","3.5631055883556e-09","3.32757358253002"
"20140719.nc4.nc4","-2.59562653054794","2.17023119330406","295.59689839681","1.37145260324193e-06","3.94661590953668"
"20140720.nc4.nc4","-2.17470573137204","0.5178437307477","295.418383280436","4.01632111864577e-06","2.8028885871172"
"20140721.nc4.nc4","-2.21543125808239","3.36373963455359","296.202489217122","1.02130975392356e-05","4.15269684791565"
"20140722.nc4.nc4","-0.528081782162189","4.3909624516964","297.495413462321","8.20761185120015e-06","4.59838905930519"
"20140723.nc4.nc4","1.74247513525188","4.46922834714254","299.229829152425","2.26573009361649e-06","5.04724575082461"
"20140724.nc4.nc4","0.969675730292996","-4.51246866335471","296.05998357137","3.82575784068501e-06","5.23562817772229"
"20140725.nc4.nc4","0.19511857504646","-4.05550071597099","293.987504323324","1.73589198571023e-11","4.55743831396103"
"20140726.nc4.nc4","0.741989972690741","2.63447356969118","296.20179494222","2.54841080185029e-07","3.48267312844594"
"20140727.nc4.nc4","1.64123538136482","3.77300720910231","297.627235412598","0.00015957371502869","4.92369311054548"
"20140728.nc4.nc4","6.41024922331174","0.132708708445231","296.317907969157","4.02860872175855e-05","7.71353367964427"
"20140729.nc4.nc4","3.81706750889619","-3.34442681570848","291.90732828776","8.9915043114767e-08","5.22082350651423"
"20140730.nc4.nc4","2.53343959649404","-1.62764447927475","292.433497111003","9.50623283794509e-10","3.9097447792689"
"20140731.nc4.nc4","2.35109165062507","3.18631139397621","295.462070465088","6.38341476862555e-07","4.27848317225774"
"20140801.nc4.nc4","0.419975193838278","4.91932558019956","295.82389831543","2.51477737265304e-05","5.20498304565748"
"20140802.nc4.nc4","-2.97626984119415","0.766377408057451","294.474597930908","3.27073212247342e-05","4.13460913300514"
"20140803.nc4.nc4","-2.08904250959555","0.385289440552394","294.662155151367","7.32904300093651e-05","3.30913574745258"
"20140804.nc4.nc4","0.36924854417642","-1.96316238492727","295.39405186971","1.00008822226568e-05","2.57695068667332"
"20140805.nc4.nc4","0.381574066976706","-0.70021582643191","297.643998463949","2.87360313322438e-09","1.69720645993948"
"20140806.nc4.nc4","1.61594175671538","-3.63191781938076","296.240283966064","5.40781048237922e-06","4.22836705048879"
"20140807.nc4.nc4","1.28830413644512","-4.88013551632563","295.962179819743","3.62698006813507e-09","5.24079341689746"
"20140808.nc4.nc4","0.03735570050776","-3.69393488268057","294.952303568522","9.40982231370531e-11","3.93868241210779"
"20140809.nc4.nc4","-1.99602337181568","1.12943990280231","296.302519480387","8.86745626410485e-09","2.74900088210901"
"20140810.nc4.nc4","-1.23473626809816","1.509926105539","296.806896209717","6.47301506617737e-07","3.24260568122069"
"20140811.nc4.nc4","-2.19625802710652","5.15706027547518","295.783808390299","4.12959925254255e-06","5.93388942877452"
"20140812.nc4.nc4","-4.4015616774559","6.44825460513433","295.198585510254","0.000409786899884542","7.99117269118627"
"20140813.nc4.nc4","4.17808195700248","-1.45215282589197","295.962004343669","6.97902153963999e-05","6.57653844356537"
"20140814.nc4.nc4","5.13178407152494","-1.39070446044207","293.232139587402","2.89050953246791e-07","5.97803162535032"
"20140815.nc4.nc4","3.83593732118607","-2.73926761249701","291.960467020671","2.33843201561121e-11","5.28962778051694"
"20140816.nc4.nc4","1.75586992564301","-0.673363218704859","293.686250050863","2.24802729368076e-11","3.48228614528974"
"20140817.nc4.nc4","4.70726166913907","-0.640523975094159","296.065931955973","7.2883556021455e-06","6.08734285831451"
"20140818.nc4.nc4","-1.86880351354678","-1.37440337489049","295.033632914225","2.81440700966584e-07","3.71125410497189"
"20140819.nc4.nc4","-3.55969441930453","1.3013581931591","296.092103322347","1.10965725070855e-05","4.28487335642179"
"20140820.nc4.nc4","-1.03058618307114","4.96944468220075","296.724997202555","1.32854772042871e-06","5.13973126808802"
"20140821.nc4.nc4","0.569441168879469","3.06951331098874","297.01974105835","1.63542257117418e-05","3.57217195133368"
"20140822.nc4.nc4","0.531471778949102","-1.4032277216514","297.031724294027","2.45898263528943e-05","3.12514823550979"
"20140823.nc4.nc4","-4.63170909881592","2.04825493941704","294.56009165446","0.000130569872756799","5.17497859398524"
"20140824.nc4.nc4","-3.72365708649158","-0.94694942360123","293.486694335938","5.88134207646362e-06","4.12068705757459"
"20140825.nc4.nc4","-1.80451482286056","0.952191603680452","295.147211710612","9.91534155299229e-08","2.7974468767643"
"20140826.nc4.nc4","-0.209042931596438","0.20754769941171","296.674229939779","1.07860399190087e-26","3.02927391727765"
"20140827.nc4.nc4","0.946636624634266","2.0291820752124","297.866643269857","1.2122355758093e-09","2.92196424926321"
"20140828.nc4.nc4","3.01519080003103","-5.18429304659367","296.947143554688","7.65190098440797e-07","6.69819829861323"
"20140829.nc4.nc4","-1.39939470340808","-2.85790055245161","292.815527598063","5.00642108787937e-11","4.00992397467295"
"20140830.nc4.nc4","-2.38798301418622","5.18575537204742","294.775493621826","1.07046284938406e-05","6.00080917278926"
"20140831.nc4.nc4","1.37068834404151","4.84316166241964","298.499201456706","1.20832817932145e-05","5.8043286104997"
"20140901.nc4.nc4","2.37637356917063","1.67244588087002","298.672920227051","4.9903979136919e-05","3.15400710701942"
"20140902.nc4.nc4","3.70448317378759","3.51362818479538","300.024946848551","1.17585381502749e-05","5.49977737665176"
"20140903.nc4.nc4","1.29901616306355","-2.06221213409056","297.05514272054","2.88706474263663e-06","3.7596430554986"
